Transcript_ID	Locus_ID	Description	RAP-DB Gene Symbol Synonym(s)	RAP-DB Gene Name Synonym(s)	CGSNL Gene Symbol	CGSNL Gene Name	Oryzabase Gene Symbol Synonym(s)	Oryzabase Gene Name Synonym(s)	GO	InterPro	Transcript evidence	ORF evidence	Curation Date	Literature PMID	FLcDNA clone ID	Oryzabase Trait Gene ID
Os08t0191800-00	Os08g0191800	Similar to Tyrosyl-tRNA synthetase.							Biological Process: tRNA aminoacylation for protein translation (GO:0006418), Cellular Component: cytoplasm (GO:0005737), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: aminoacyl-tRNA ligase activity (GO:0004812), Molecular Function: tyrosine-tRNA ligase activity (GO:0004831), Molecular Function: ATP binding (GO:0005524)	Aminoacyl-tRNA synthetase, class Ic (IPR002305), Rossmann-like alpha/beta/alpha sandwich fold (IPR014729), Tyrosyl-tRNA synthetase, archaeal-type (IPR023617)	BT037647 (DDBJ)	B6TBW5 (UniProt)				
Os08t0191900-01	Os08g0191900	P-type pentatricopeptide repeat protein, Chloroplast RNA splicing, Regulation of chloroplast development under low-temperature conditions	CDE4	chlorophyll deficient 4					Molecular Function: protein binding (GO:0005515)	Tetratricopeptide-like helical domain superfamily (IPR011990), Pentatricopeptide repeat (IPR002885)	AK067587, AK099016	Q6Z1D0	July 7, 2021	34219386	J013112C20, J013116C12	22759
Os08t0192001-00	Os08g0192001	Non-protein coding transcript.									EU948305 (DDBJ)	NONE				
Os08t0192100-00	Os08g0192100	Hypothetical conserved gene.									CT835995 (DDBJ, Best hit)	B9FZG4 (UniProt)				
Os08t0192200-01	Os08g0192200	Conserved hypothetical protein.									AK064428 (DDBJ, Best hit)	Q6Z1C6 (UniProt)			002-110-C10	20460
Os08t0192300-00	Os08g0192300	Conserved hypothetical protein.									ab initio prediction	Q6Z1C5 (UniProt)				
Os08t0192400-00	Os08g0192400	Similar to DRP1 protein.							Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)	YL1 nuclear (IPR008895), YL1 nuclear, C-terminal (IPR013272)	AK333814 (DDBJ)	B6UEJ2 (UniProt)				
Os08t0192800-01	Os08g0192800	Bromodomain containing protein.							Molecular Function: protein binding (GO:0005515)	Bromodomain (IPR001487)	AK120613 (DDBJ, Best hit), AK059490 (DDBJ, Best hit), AK101678 (DDBJ, Best hit)	NP_001151218.1 (RefSeq)			J013151N01, 001-028-G11, J033058G13	
Os08t0192900-01	Os08g0192900	Nucleotide-binding, alpha-beta plait domain containing protein.					OS-NUC	RNA-binding nucleolin	Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676)	RNA recognition motif domain (IPR000504), Nucleotide-binding, alpha-beta plait (IPR012677)	AK103422 (DDBJ, Best hit)	Q01JU3 (UniProt)			J033128K11	15169
Os08t0192900-02	Os08g0192900	Similar to H0714H04.9 protein.					OS-NUC	RNA-binding nucleolin	Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676)	RNA recognition motif domain (IPR000504), Nucleotide-binding, alpha-beta plait (IPR012677)	AK059471 (DDBJ, Best hit)	Q01JU3 (UniProt)			001-028-E02	15169
Os08t0192950-00	Os08g0192950	Hypothetical protein.									BT023984 (DDBJ)	longestORF				
Os08t0193000-00	Os08g0193000	Conserved hypothetical protein.									BT062859 (DDBJ)	Q6Z1B9 (UniProt)				
Os08t0193100-01	Os08g0193100	Polyprenyl synthetase-related domain containing protein.			SPS4	SOLANESYL-PP SYNTHASE 4	OsSPS4	solanesyl diphosphate synthase 4, solanesyl-PP synthase 4, SPP synthase 4		Polyprenyl synthetase-related (IPR017446)	AK099597 (DDBJ, Best hit)	B9FZG8 (UniProt)			J013045G23	23863
Os08t0193200-00	Os08g0193200	Hypothetical conserved gene.					OsFbox409, Os_F0265	F-box protein 409	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK248578 (DDBJ)	A2YS23 (UniProt)				17182
Os08t0193300-00	Os08g0193300	Hypothetical conserved gene.					OsFbox410, Os_F0192	F-box protein 410		F-box domain, Skp2-like (IPR022364)	AK248578 (DDBJ)	Q6Z1B6 (UniProt)				17183
Os08t0193500-00	Os08g0193500	Hypothetical conserved gene.					OsFbox411, Os_F0280	F-box protein 411	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK248578 (DDBJ)	A2YS23 (UniProt)				17184
Os08t0193600-01	Os08g0193600	Hypothetical conserved gene.					OsFbox412, Fbox412, Os_F0356	F-box protein 412	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK288657 (DDBJ, Best hit)	NP_001061181.1 (RefSeq)			J090057F16	17185
Os08t0193700-00	Os08g0193700	Similar to NBS-LRR disease resistance protein homologue (Fragment).							Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)	Disease resistance protein (IPR000767), NB-ARC (IPR002182)	AJ507100 (DDBJ)	Q84KB9 (UniProt)				14953
Os08t0193900-01	Os08g0193900	Cyclin-like F-box domain containing protein.					OsFbox413, Os_F0321	F-box protein 413	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK107386 (DDBJ, Best hit)	A2YS28 (UniProt)			002-127-C07	17186
Os08t0194000-01	Os08g0194000	F-box protein, Regulation of early flowering	OsFBX267				OsFbox414, Os_F0654	F-box protein 414	Molecular Function: protein binding (GO:0005515)	F-box-like domain superfamily (IPR036047)	Inferred from literature	B9FZH0	October 12, 2021	34630462		17187
Os08t0194350-00	Os08g0194350	F-box domain, Skp2-like domain containing protein.								F-box domain, Skp2-like (IPR022364)	ab initio prediction	A3BC86 (UniProt)				
Os08t0194501-00	Os08g0194501	Conserved hypothetical protein.									CT835913 (DDBJ, Best hit)	Q6Z947 (UniProt)				
Os08t0194850-00	Os08g0194850	Hypothetical protein.									BT041543 (DDBJ)	longestORF				
Os08t0194900-00	Os08g0194900	Hypothetical conserved gene.								Protein of unknown function DUF594 (IPR007658)	ab initio prediction	Q6Z945 (UniProt)				
Os08t0195000-00	Os08g0195000	F-box domain, Skp2-like domain containing protein.					OsFbox416, Os_F0464	F-box protein 416		F-box domain, Skp2-like (IPR022364)	AK333402 (DDBJ)	Q6Z944 (UniProt)				17189
Os08t0195400-01	Os08g0195400	Protein of unknown function DUF3778 domain containing protein.								Protein of unknown function DUF3778 (IPR022256)	AK070464 (DDBJ, Best hit), AK104389 (DDBJ, Best hit), AK106140 (DDBJ, Best hit)	B8BBH8 (UniProt)			J023054K19, 006-201-H03, 001-207-G08	
Os08t0195650-00	Os08g0195650	Conserved hypothetical protein.									BT086074 (DDBJ)	Q6Z074 (UniProt)				
Os08t0195800-00	Os08g0195800	Cyclin-like F-box domain containing protein.					OsFbox417, Os_F0682	F-box protein 417		Leucine-rich repeat, cysteine-containing subtype (IPR006553), F-box domain, Skp2-like (IPR022364)	ab initio prediction	NP_001061185.1 (RefSeq)				17190
Os08t0195900-00	Os08g0195900	F-box domain, cyclin-like domain containing protein.					OsFbox418, Os_F0453	F-box protein 418	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	ab initio prediction	Q6Z071 (UniProt)				17191
Os08t0196200-01	Os08g0196200	Hypothetical conserved gene.							Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK287784 (DDBJ, Best hit)	A2YS43 (UniProt)			J065171L24	
Os08t0196700-01	Os08g0196700	HAP2 subunit of HAP complex, Nuclear Factor Y (NF-YA) transcription factor, Drought stress tolerance	HAP2A, OsHAP2A, NF-YA, CBF-B, NF-YA7, OsNF-YA7	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX, NUCLEAR FACTOR-Y subunit A7, NUCLEAR FACTOR-Y subunit NF-YA7, NF-YA transcription factor 7	HAP2A	HAP2 SUBUNIT OF CCAAT-BOX BINDING COMPLEX	OsHAP2A, NF-YA, CBF-B, NF-YA7, OsNF-YA7, NFYA7	NUCLEAR FACTOR-Y subunit A7, NUCLEAR FACTOR-Y subunit NF-YA7, NF-YA transcription factor 7, NF-YA subunit 7, NF-YA family 7	Biological Process: regulation of transcription, DNA-templated (GO:0006355), Molecular Function: transcription factor activity, sequence-specific DNA binding (GO:0003700)	Nuclear transcription factor Y subunit A (IPR001289)	AK059903, AB288027	Q6Z065	June 9, 2016	26706071, 18193457	006-208-G09	8473
Os08t0196900-01	Os08g0196900	Hypothetical conserved gene.					OsFBX270, OsKIX_5, OsFbox419, Os_F0547, OsEnS-118	KIX domain protein 5, F-box protein 270, F-box protein 419, endosperm-specific gene 118		F-box domain, Skp2-like (IPR022364)	AK241459 (DDBJ, Best hit)	B8BBI1 (UniProt)			J065164E04	13459
Os08t0197000-01	Os08g0197000	Cyclin-like F-box domain containing protein.					OsFbox420, Os_F0206	F-box protein 420	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK109710 (DDBJ, Best hit)	B9FZH6 (UniProt)			002-145-G12	17192
Os08t0197025-01	Os08g0197025	Hypothetical gene.									AK241585 (DDBJ, Best hit)	longestORF			J065181O16	
Os08t0197050-00	Os08g0197050	Hypothetical conserved gene.					Os_F0199		Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	ab initio prediction	B9FZH7 (UniProt)				17522
Os08t0197100-01	Os08g0197100	Cyclin-like F-box domain containing protein.					OsFbox421, Os_F0249	F-box protein 421	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK110883 (DDBJ, Best hit)	B9FZH8 (UniProt)			002-172-G11	17193
Os08t0197200-01	Os08g0197200	Conserved hypothetical protein.					OsFbox422, Os_F0246	F-box protein 422			AK106882 (DDBJ, Best hit)	A3BQH2 (UniProt)			002-118-F04	17194
Os08t0197300-01	Os08g0197300	F-box domain, cyclin-like domain containing protein.					OsFbox423, Os_F0386	F-box protein 423	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK064147 (DDBJ, Best hit)	B9FZH9 (UniProt)			002-103-C08	17195
Os08t0197400-01	Os08g0197400	F-box domain, cyclin-like domain containing protein.					OsFbox424, Os_F0348	F-box protein 424	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK069625 (DDBJ, Best hit)	A3BQH4 (UniProt)			J023023L24	17196
Os08t0197500-01	Os08g0197500	Cyclin-like F-box domain containing protein.					OsFbox425, Os_F0168	F-box protein 425	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK068342 (DDBJ, Best hit)	B7EGM4 (UniProt)			J013151I04	17197
Os08t0197700-01	Os08g0197700	Heat shock protein 70 (HSP70) family protein, ER chaperone protein, Endoplasmic reticulum stress response	OsBiP5	Binding protein 5			OsBiP5, OsBiP, BiP, BiP5, OsMed37_7, Med37_7	ER chaperone BiP5, Binding protein 5, Mediator 37_7		Heat shock protein 70kD, peptide-binding domain superfamily (IPR029047), Heat shock protein 70kD, C-terminal domain superfamily (IPR029048), Heat shock protein 70 family (IPR013126), Endoplasmic reticulum chaperone BIP, nucleotide-binding domain (IPR042050), Heat shock protein 70, conserved site (IPR018181)	Q6Z058 (UniProt)	Q6Z058	September 3, 2021	22824965		10086
Os08t0197800-01	Os08g0197800	Conserved hypothetical protein.									AK073035 (DDBJ, Best hit)	B8BBQ6 (UniProt)			J023148M13	
Os08t0197900-00	Os08g0197900	Conserved hypothetical protein.									ab initio prediction	B9FZI2 (UniProt)				
Os08t0197950-01	Os08g0197950	Hypothetical conserved gene.									AK242844 (DDBJ, Best hit)	Q6Z055 (UniProt)			J090071G23	
Os08t0198000-00	Os08g0198000	HAT dimerisation domain containing protein.			WRKY105	WRKY GENE 105	OsWRKY105		Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: protein dimerization activity (GO:0046983)	HAT dimerisation (IPR008906), Ribonuclease H-like (IPR012337)	ab initio prediction	NP_001061196.1 (RefSeq)				9222
Os08t0198100-00	Os08g0198100	Zinc finger, BED-type predicted domain containing protein.			WRKY106	WRKY GENE 106	OsWRKY106		Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: DNA binding (GO:0003677), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565), Molecular Function: protein dimerization activity (GO:0046983)	Zinc finger, BED-type predicted (IPR003656), DNA-binding WRKY (IPR003657), HAT dimerisation (IPR008906), Ribonuclease H-like (IPR012337)	ab initio prediction	A3BQI0 (UniProt)		Rice WRKY Working Group 2012. Rice 5:3.		9223
Os08t0198200-00	Os08g0198200	Hypothetical conserved gene.							Biological Process: proteolysis (GO:0006508), Molecular Function: aspartic-type endopeptidase activity (GO:0004190)	Peptidase A1 (IPR001461), Peptidase aspartic, catalytic (IPR009007), Peptidase aspartic (IPR021109)	BT018721 (DDBJ)	NP_001042193.1 (RefSeq)				
Os08t0198300-01	Os08g0198300	Similar to speckle-type POZ protein.							Molecular Function: protein binding (GO:0005515)	BTB/POZ-like (IPR000210), BTB/POZ fold (IPR011333), BTB/POZ (IPR013069)	AK105288 (DDBJ, Best hit)	NP_001147764.1 (RefSeq)			001-116-F01	
Os08t0198700-01	Os08g0198700	Similar to Glycolate oxidase (EC 1.1.3.15) (Fragment).			GLO6	GLYCOLATE OXIDASE 6	GLO6, OsGLO6	Glycolate oxidase 6	Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824), Molecular Function: oxidoreductase activity (GO:0016491)	FMN-dependent dehydrogenase (IPR000262), Aldolase-type TIM barrel (IPR013785)	AK060371 (DDBJ, Best hit)	Q10CE4 (UniProt)			001-009-B06	12477
Os08t0198700-02	Os08g0198700	Similar to Glycolate oxidase (EC 1.1.3.15) (Fragment).			GLO6	GLYCOLATE OXIDASE 6	GLO6, OsGLO6	Glycolate oxidase 6	Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824), Molecular Function: oxidoreductase activity (GO:0016491)	FMN-dependent dehydrogenase (IPR000262), Aldolase-type TIM barrel (IPR013785)	AK061018 (DDBJ, Best hit)	Q10CE4 (UniProt)			006-204-C01	12477
Os08t0198800-01	Os08g0198800	Conserved hypothetical protein.									AK103382 (DDBJ, Best hit)	B9FZI5 (UniProt)			J033127F11	
Os08t0198900-01	Os08g0198900	Conserved hypothetical protein.			WRKY118	WRKY GENE 118	OsWRKY118				AK103696 (DDBJ, Best hit)	B8BBN2 (UniProt)			J033136J23	9225
Os08t0199000-01	Os08g0199000	F-box domain, cyclin-like domain containing protein.					OsFbox426, Os_F0184	F-box protein 426	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK065993 (DDBJ, Best hit)	B8BBN3 (UniProt)			J013047L10	17198
Os08t0199100-01	Os08g0199100	F-box domain, cyclin-like domain containing protein.					OsFbox427, Os_F0221	F-box protein 427	Molecular Function: protein binding (GO:0005515)	F-box domain, cyclin-like (IPR001810), F-box domain, Skp2-like (IPR022364)	AK106893 (DDBJ, Best hit)	B8BBN4 (UniProt)			002-118-G08	17199
Os08t0199200-01	Os08g0199200	Conserved hypothetical protein.					OsSTA206				AK063127 (DDBJ, Best hit)	A3BQI9 (UniProt)			001-111-F02	19482
Os08t0199300-01	Os08g0199300	Ancient YchF-type P-loop NTPase, A member of the YchF subfamily, Unconventional G protein, Plant defense response, Salinity stress tolerance	OsYchF1		YCHF1	YCHF DOMAIN-CONTAINING PROTEIN 1	OsYchF1, YchF1, OsPM8ATP	YchF domain-containing protein 1	Molecular Function: GTP binding (GO:0005525)	P-loop containing nucleoside triphosphate hydrolase (IPR027417), Beta-grasp domain superfamily (IPR012675), TGS-like domain superfamily (IPR023192), TGS-like (IPR012676), Ribosome-binding ATPase YchF/Obg-like ATPase 1 (IPR004396), GTP binding domain (IPR006073), OBG-type guanine nucleotide-binding (G) domain (IPR031167), YchF, N-terminal (IPR041706), YchF, C-terminal domain (IPR013029)	AK062256, AK098917, AK121741	Q6Z1J6	September 23, 2020	26912459, 23550829, 20876569	001-047-G08, J013002L20, J033085L09	19860
Os08t0199400-01	Os08g0199400	Similar to Stearoyl-acyl carrier protein desaturse (EC 1.14.99.6) (Fragment).							Biological Process: fatty acid metabolic process (GO:0006631), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: acyl-[acyl-carrier-protein] desaturase activity (GO:0045300), Molecular Function: transition metal ion binding (GO:0046914)	Fatty acid desaturase, type 2 (IPR005067), Ferritin/ribonucleotide reductase-like (IPR009078), Ribonucleotide reductase-related (IPR012348)	AK105852 (DDBJ, Best hit)	A2YS71 (UniProt)			001-203-G10	
Os08t0199525-00	Os08g0199525	ADP-glucose pyrophosphorylase, conserved site domain containing protein.									EU945314 (DDBJ)	longestORF				
Os08t0199775-00	Os08g0199775	Hypothetical gene.									CT835923 (DDBJ, Best hit)	longestORF				
Os08t0200100-01	Os08g0200100	Ribonucleotide reductase-related domain containing protein.							Biological Process: fatty acid metabolic process (GO:0006631), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: acyl-[acyl-carrier-protein] desaturase activity (GO:0045300), Molecular Function: transition metal ion binding (GO:0046914)	Fatty acid desaturase, type 2 (IPR005067), Ferritin/ribonucleotide reductase-like (IPR009078), Ribonucleotide reductase-related (IPR012348)	AK241294 (DDBJ, Best hit)	A2YS76 (UniProt)			J065138H01	
Os08t0200300-02	Os08g0200300	Similar to Photosystem II 10 kDa polypeptide (Fragment).					OsPsbR3, PsbR3	PSII subunit PsbR3, photosystem II subunit PsbR3			AK121083 (DDBJ, Best hit), AK105055 (DDBJ, Best hit)	P93443 (UniProt)			J023063I15, 001-042-F10	19548
Os08t0200400-01	Os08g0200400	K Homology domain containing protein.							Molecular Function: RNA binding (GO:0003723)	K Homology (IPR004087), K Homology, type 1 (IPR004088), K Homology, type 1, subgroup (IPR018111)	AK067859 (DDBJ, Best hit)	F2EIP7 (UniProt)			J013122M06	
Os08t0200500-01	Os08g0200500	Serine/threonine protein kinase domain containing protein.			RLCK247	RECEPTOR-LIKE CYTOPLASMIC KINASE 247	OsRLCK247	Receptor-like Cytoplasmic Kinase 247	Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)	Protein kinase, catalytic domain (IPR000719), Serine/threonine-protein kinase, active site (IPR008271), Protein kinase-like domain (IPR011009), Protein kinase, ATP binding site (IPR017441), Serine/threonine-protein kinase-like domain (IPR017442)	AK063275 (DDBJ, Best hit)	B6U5V2 (UniProt)			001-113-C04	18938
Os08t0200600-01	Os08g0200600	NAC transcription factor, Negative regulation of drought tolerance	OMTN6, ONAC104	Oryza miR164-targeted NAC6, NAC domain-containing protein 104	NAC104	NAC DOMAIN-CONTAINING PROTEIN 104	OMTN6, ONAC104, DLN206, OsDLN206	NAC domain-containing protein 104, NAC domain-containing protein 104, miR164-targeted NAC6, Oryza miR164-targeted NAC6, DLN repressor 206, DLN motif protein 206	Biological Process: regulation of transcription, DNA-templated (GO:0006355), Molecular Function: DNA binding (GO:0003677)	NAC domain superfamily (IPR036093), NAC domain (IPR003441)	AK120197	Q6Z1A3	January 5, 2018	24604734	J013036M14	15820
Os08t0200600-02	Os08g0200600	Hypothetical conserved gene.			NAC104	NAC DOMAIN-CONTAINING PROTEIN 104	OMTN6, ONAC104, DLN206, OsDLN206	NAC domain-containing protein 104, NAC domain-containing protein 104, miR164-targeted NAC6, Oryza miR164-targeted NAC6, DLN repressor 206, DLN motif protein 206			AK105596 (DDBJ, Best hit)	A3BQJ7 (UniProt)			001-200-A01	15820
Os08t0200750-00	Os08g0200750	Hypothetical protein.									tplb0047b04 (Wheat FLcDNA)	longestORF				
